ASX Code,Company Name,Link,Market Cap,Last trade,Change,%Change,Sector
ASQ,Australian Silica Quartz Group Ltd (ASX:ASQ),https://www.listcorp.com/asx/asq/australian-silica-quartz-group-ltd,"	4509770",0.016,0,0,Materials
KLI,Killi Resources Limited (ASX:KLI),https://www.listcorp.com/asx/kli/killi-resources-limited,"	4487160",0.03,0,-6.25,Materials
DTI,DTI Group (ASX:DTI),https://www.listcorp.com/asx/dti/dti-group,"	4485510",0.006,0,20,Information Technology
TAS,Tasman Resources Ltd (ASX:TAS),https://www.listcorp.com/asx/tas/tasman-resources,"	4469640",0.016,0,0,Materials
T88,Taiton Resources Limited (ASX:T88),https://www.listcorp.com/asx/t88/taiton-resources-limited,"	4467440",0.06,0,0,Materials
SP3,Spectur Limited (ASX:SP3),https://www.listcorp.com/asx/sp3/spectur-limited,"	4436600",0.014,0,0,Information Technology
GLH,Global Health Limited (ASX:GLH),https://www.listcorp.com/asx/glh/global-health-limited,"	4393090",0.074,0,-1.33,Health Care
OMG,OMG Group Limited (ASX:OMG),https://www.listcorp.com/asx/omg/omg-group-limited,"	4369770",0.007,0,16.67,Consumer Staples
BPM,BPM Minerals Limited (ASX:BPM),https://www.listcorp.com/asx/bpm/bpm-minerals-limited,"	4365020",0.045,0,-10,Materials
HYD,Hydrix Limited (ASX:HYD),https://www.listcorp.com/asx/hyd/hydrix-limited,"	4364300",0.016,0,0,Information Technology
BHD,Benjamin Hornigold Limited (ASX:BHD),https://www.listcorp.com/asx/bhd/benjamin-hornigold-limited,"	4347940",0.18,0,0,Financials
CR3,Core Energy Minerals Ltd (ASX:CR3),https://www.listcorp.com/asx/cr3/core-energy-minerals-ltd,"	4343320",0.011,0,0,Materials
SUM,Summit Minerals Limited (ASX:SUM),https://www.listcorp.com/asx/sum/summit-minerals-limited,"	4340230",0.043,-0.01,-12.24,Materials
OD6,OD6 Metals Limited (ASX:OD6),https://www.listcorp.com/asx/od6/od6-metals-limited,"	4332640",0.025,0,-7.41,Materials
RMX,Red Mountain Mining Limited (ASX:RMX),https://www.listcorp.com/asx/rmx/red-mountain-mining-limited,"	4331430",0.008,0,0,Materials
JAY,Jayride Group Limited (ASX:JAY),https://www.listcorp.com/asx/jay/jayride-group-limited,"	4283670",0.003,0,0,Industrials
E79,E79 Gold Mines Limited (ASX:E79),https://www.listcorp.com/asx/e79/e79-gold-mines-limited,"	4277140",0.025,0,-7.41,Materials
WYX,Western Yilgarn NL (ASX:WYX),https://www.listcorp.com/asx/wyx/western-yilgarn-nl,"	4264390",0.028,0,-9.68,Materials
BOD,Bod Science Limited (ASX:BOD),https://www.listcorp.com/asx/bod/bod-science-limited,"	4256120",0.024,0,0,Health Care
IMI,Infinity Mining Limited (ASX:IMI),https://www.listcorp.com/asx/imi/infinity-mining-limited,"	4230160",0.009,0,-10,Materials
NGS,Nutritional Growth Solutions Ltd (ASX:NGS),https://www.listcorp.com/asx/ngs/nutritional-growth-solutions,"	4228030",0.024,0,0,Consumer Staples
TD1,TALI Digital Limited (ASX:TD1),https://www.listcorp.com/asx/td1/tali-digital-limited,"	4226540",0.001,0,0,Health Care
ADD,Adavale Resources Limited (ASX:ADD),https://www.listcorp.com/asx/add/adavale-resources,"	4203970",0.021,0,-8.7,Materials
EQS,Equity Story Group Limited (ASX:EQS),https://www.listcorp.com/asx/eqs/equity-story-group-limited,"	4170510",0.025,0,0,Financials
EFE,Eastern Resources Limited (ASX:EFE),https://www.listcorp.com/asx/efe/eastern-resources-limited,"	4160970",0.031,0,-6.06,Materials
XPN,XPON Technologies Group Limited (ASX:XPN),https://www.listcorp.com/asx/xpn/xpon-technologies-group-limited,"	4142530",0.012,0,20,Information Technology
RDS,Redstone Resources (ASX:RDS),https://www.listcorp.com/asx/rds/redstone-resources,"	4137070",0.004,0,0,Materials
AKN,Auking Mining Limited (ASX:AKN),https://www.listcorp.com/asx/akn/auking-mining-limited,"	4128700",0.006,0,0,Materials
AM5,Antares Metals Limited (ASX:AM5),https://www.listcorp.com/asx/am5/antares-metals-limited,"	4118820",0.008,0,0,Materials
ENT,Enterprise Metals Limited (ASX:ENT),https://www.listcorp.com/asx/ent/enterprise-metals-limited,"	4113950",0.003,0,0,Materials
SHE,Stonehorse Energy Limited (ASX:SHE),https://www.listcorp.com/asx/she/stonehorse-energy-limited,"	4106610",0.006,0,0,Energy
TOY,Toys R Us ANZ Limited (ASX:TOY),https://www.listcorp.com/asx/toy/toys-r-us-anz-limited,"	4084080",0.027,0,0,Consumer Discretionary
GGX,Gas2Grid Limited (ASX:GGX),https://www.listcorp.com/asx/ggx/gas2grid,"	4077100",0.001,0,0,Energy
GED,Golden Deeps Limited (ASX:GED),https://www.listcorp.com/asx/ged/golden-deeps-limited,"	4073890",0.023,0,0,Materials
NNG,NEXION Group Ltd (ASX:NNG),https://www.listcorp.com/asx/nng/nexion-group-ltd,"	4046160",0.02,0,0,Information Technology
30BB,Betashares 2030 Fixed Term Corporate Bond Active ETF (ASX:30BB),https://www.listcorp.com/asx/30bb/betashares-2030-fixed-term-corporate-bond-active-etf,"	4044820",25.28,0,0,Unclassified
8CO,8common Limited (ASX:8CO),https://www.listcorp.com/asx/8co/8common-limited,"	4033710",0.018,0,0,Information Technology
IMLC,Investors Mutual Concentrated Australian Share Fund (Quoted Managed Fund) (ASX:IMLC),https://www.listcorp.com/asx/imlc/investors-mutual-concentrated-australian-share-fund-quoted-managed-fund,"	4022600",4.42,-0.01,-0.23,Unclassified
M2R,Miramar Resources Limited (ASX:M2R),https://www.listcorp.com/asx/m2r/miramar-resources-limited,"	3987290",0.0045,0,12.5,Materials
MKL,Mighty Kingdom Limited (ASX:MKL),https://www.listcorp.com/asx/mkl/mighty-kingdom-limited,"	3960560",0.027,0,0,Communication Services
HT8,Harris Technology Group (ASX:HT8),https://www.listcorp.com/asx/ht8/harris-technology-group,"	3947580",0.013,0,8.33,Consumer Discretionary
ACS,Accent Resources NL (ASX:ACS),https://www.listcorp.com/asx/acs/accent-resources,"	3916300",0.008,0,0,Materials
RBX,Resource Base Limited (ASX:RBX),https://www.listcorp.com/asx/rbx/resource-base-limited,"	3916270",0.034,0,0,Materials
GES,Genesis Resources Limited (ASX:GES),https://www.listcorp.com/asx/ges/genesis-resources-limited,"	3914210",0.005,0,0,Materials
A8G,Australasian Metals Limited (ASX:A8G),https://www.listcorp.com/asx/a8g/australasian-metals-limited,"	3878610",0.067,0,0,Materials
LRD,Lord Resources Limited (ASX:LRD),https://www.listcorp.com/asx/lrd/lord-resources-limited,"	3875050",0.031,0.01,24,Materials
MML,McLaren Minerals Limited (ASX:MML),https://www.listcorp.com/asx/mml/mclaren-minerals-limited,"	3849240",0.024,0,0,Materials
M24,Mamba Exploration Limited (ASX:M24),https://www.listcorp.com/asx/m24/mamba-exploration-limited,"	3837150",0.013,0,0,Materials
SRH,Saferoads Holdings Limited (ASX:SRH),https://www.listcorp.com/asx/srh/saferoads-holdings-limited,"	3802370",0.088,0,1.15,Industrials
BGE,Bridge SaaS Limited (ASX:BGE),https://www.listcorp.com/asx/bge/bridge-saas-limited,"	3797320",0.019,0,0,Information Technology
TTI,Traffic Technologies Limited (ASX:TTI),https://www.listcorp.com/asx/tti/traffic-technologies-limited,"	3771440",0.003,0,0,Industrials
SVNP,Savana US Small Caps Active ETF (ASX:SVNP),https://www.listcorp.com/asx/svnp/savana-us-small-caps-active-etf,"	3768650",1.415,0,0,Unclassified
WC1,West Cobar Metals Limited (ASX:WC1),https://www.listcorp.com/asx/wc1/west-cobar-metals-limited,"	3750830",0.018,0,0,Materials
SLB,Stelar Metals Limited (ASX:SLB),https://www.listcorp.com/asx/slb/stelar-metals-limited,"	3749920",0.059,0,0,Materials
RSSL,Global X Russell 2000 ETF (ASX:RSSL),https://www.listcorp.com/asx/rssl/global-x-russell-2000-etf,"	3732000",9.56,0.23,2.47,Unclassified
MOH,Moho Resources Limited (ASX:MOH),https://www.listcorp.com/asx/moh/moho-resources-limited,"	3727070",0.005,0,0,Materials
PKO,Peako Limited (ASX:PKO),https://www.listcorp.com/asx/pko/peako-limited,"	3719360",0.0025,0,0,Materials
THB,Thunderbird Resources Limited (ASX:THB),https://www.listcorp.com/asx/thb/thunderbird-resources-limited,"	3702540",0.011,0,15.79,Materials
AYM,Australia United Mining Limited (ASX:AYM),https://www.listcorp.com/asx/aym/australia-united-mining-limited,"	3685160",0.002,0,0,Materials
CPM,Cooper Metals Limited (ASX:CPM),https://www.listcorp.com/asx/cpm/cooper-metals-limited,"	3682720",0.048,0,2.13,Materials
MEL,Metgasco Limited (ASX:MEL),https://www.listcorp.com/asx/mel/metgasco-limited,"	3665170",0.002,0,0,Energy
UCM,Uscom Limited (ASX:UCM),https://www.listcorp.com/asx/ucm/uscom-limited,"	3642060",0.013,0,-7.14,Health Care
TMB,Tambourah Metals Ltd (ASX:TMB),https://www.listcorp.com/asx/tmb/tambourah-metals-ltd,"	3640470",0.023,0,4.55,Materials
CHR,Charger Metals NL (ASX:CHR),https://www.listcorp.com/asx/chr/charger-metals-nl,"	3638750",0.047,0,0,Materials
LMS,Litchfield Minerals Limited (ASX:LMS),https://www.listcorp.com/asx/lms/litchfield-minerals-limited,"	3630760",0.125,0,0,Unclassified
BCT,Bluechiip Limited (ASX:BCT),https://www.listcorp.com/asx/bct/bluechiip,"	3616880",0.003,0,0,Information Technology
ABE,Australian Bond Exchange Holdings Limited (ASX:ABE),https://www.listcorp.com/asx/abe/australian-bond-exchange-holdings-limited,"	3605380",0.032,0,0,Financials
DTM,Dart Mining NL (ASX:DTM),https://www.listcorp.com/asx/dtm/dart-mining,"	3594170",0.003,0,0,Materials
SBR,Sabre Resources Limited (ASX:SBR),https://www.listcorp.com/asx/sbr/sabre-resources-limited,"	3550160",0.009,0,0,Materials
CL8,CL8 Holdings Limited (ASX:CL8),https://www.listcorp.com/asx/cl8/cl8-holdings-limited,"	3488820",0.013,0,0,Industrials
MRZ,Mont Royal Resources Limited (ASX:MRZ),https://www.listcorp.com/asx/mrz/mont-royal-resources-limited,"	3486220",0.041,0,0,Materials
EXL,Elixinol Wellness Limited (ASX:EXL),https://www.listcorp.com/asx/exl/elixinol-wellness-limited,"	3452870",0.017,0,13.33,Consumer Staples
IS3,I Synergy Group Limited (ASX:IS3),https://www.listcorp.com/asx/is3/i-synergy-group-limited,"	3412600",0.003,0,50,Information Technology
OB1,Orbminco Limited (ASX:OB1),https://www.listcorp.com/asx/ob1/orbminco-limited,"	3402570",0.001,0,0,Materials
NRZ,NeuRizer Ltd (ASX:NRZ),https://www.listcorp.com/asx/nrz/neurizer-ltd,"	3358000",0.001,0,0,Materials
CMX,ChemX Materials Limited (ASX:CMX),https://www.listcorp.com/asx/cmx/chemx-materials-limited,"	3354580",0.026,0,0,Materials
GMTL,Global X Green Metal Miners ETF (ASX:GMTL),https://www.listcorp.com/asx/gmtl/global-x-green-metal-miners-etf,"	3338940",8.54,0.2,2.4,Unclassified
NZS,New Zealand Coastal Seafoods (ASX:NZS),https://www.listcorp.com/asx/nzs/new-zealand-coastal-seafoods,"	3334000",0.02,0,0,Consumer Staples
TG1,TechGen Metals Limited (ASX:TG1),https://www.listcorp.com/asx/tg1/techgen-metals-limited,"	3331980",0.022,0,4.76,Materials
OXT,Orexplore Technologies Limited (ASX:OXT),https://www.listcorp.com/asx/oxt/orexplore-technologies-limited,"	3322070",0.017,0,0,Industrials
SNX,Sierra Nevada Gold Inc. (ASX:SNX),https://www.listcorp.com/asx/snx/sierra-nevada-gold-inc.,"	3293180",0.018,0,-10,Materials
SQX,SQX Resources Limited (ASX:SQX),https://www.listcorp.com/asx/sqx/sqx-resources-limited,"	3281250",0.11,0,4.76,Materials
ERG,Eneco Refresh Ltd (ASX:ERG),https://www.listcorp.com/asx/erg/eneco-refresh-ltd,"	3268300",0.012,0,0,Consumer Staples
SIT,Site Group International Limited (ASX:SIT),https://www.listcorp.com/asx/sit/site-group-international-limited,"	3257490",0.001,0,0,Consumer Discretionary
FUL,Fulcrum Lithium Ltd (ASX:FUL),https://www.listcorp.com/asx/ful/fulcrum-lithium-ltd,"	3246500",0.043,0,0,Materials
HCD,Hydrocarbon Dynamics Limited (ASX:HCD),https://www.listcorp.com/asx/hcd/hydrocarbon-dynamics-limited,"	3234330",0.003,0,0,Energy
GR8,Great Dirt Resources Limited (ASX:GR8),https://www.listcorp.com/asx/gr8/great-dirt-resources-limited,"	3228640",0.11,0,0,Materials
SKN,Skin Elements Limited (ASX:SKN),https://www.listcorp.com/asx/skn/skin-elements-limited,"	3225640",0.003,0,0,Consumer Staples
PKD,Parkd Ltd (ASX:PKD),https://www.listcorp.com/asx/pkd/parkd-ltd,"	3224430",0.031,0,0,Industrials
IBX,Imagion Biosystems Limited (ASX:IBX),https://www.listcorp.com/asx/ibx/imagion-biosystems-limited,"	3221460",0.018,0,12.5,Health Care
HAL,Halo Technologies Holdings Limited (ASX:HAL),https://www.listcorp.com/asx/hal/halo-technologies-holdings,"	3215910",0.031,0.01,24,Financials
YOW,Yowie Group Ltd (ASX:YOW),https://www.listcorp.com/asx/yow/yowie-group-ltd,"	3211150",0.014,0,0,Consumer Staples
ACM,Australian Critical Minerals Limited (ASX:ACM),https://www.listcorp.com/asx/acm/australian-critical-minerals-limited,"	3200150",0.059,0,0,Materials
ADC,ACDC Metals Limited (ASX:ADC),https://www.listcorp.com/asx/adc/acdc-metals-limited,"	3140560",0.046,0,9.52,Materials
C29,C29 Metals Limited (ASX:C29),https://www.listcorp.com/asx/c29/c29-metals-limited,"	3135390",0.018,0,0,Materials
8IH,8I Holdings Limited (ASX:8IH),https://www.listcorp.com/asx/8ih/8i-holdings-limited,"	3133450",0.009,0,0,Financials
BUY,Bounty Oil & Gas NL (ASX:BUY),https://www.listcorp.com/asx/buy/bounty-oil-and-gas,"	3122940",0.002,0,0,Energy
RBR,RBR Group Limited (ASX:RBR),https://www.listcorp.com/asx/rbr/rbr-group-limited,"	3120280",0.001,0,0,Materials
PPG,Pro-Pac Packaging Limited (ASX:PPG),https://www.listcorp.com/asx/ppg/pro-pac-packaging-limited,"	3088690",0.017,0,0,Materials
REC,Recharge Metals Limited (ASX:REC),https://www.listcorp.com/asx/rec/recharge-metals-limited,"	3083880",0.012,0,0,Materials
RAS,Ragusa Minerals Limited (ASX:RAS),https://www.listcorp.com/asx/ras/ragusa-minerals-limited,"	3029380",0.017,0,0,Materials
CLZ,Classic Minerals Limited (ASX:CLZ),https://www.listcorp.com/asx/clz/classic-minerals-limited,"	3017700",0.001,0,0,Materials
PNT,Panther Metals Ltd (ASX:PNT),https://www.listcorp.com/asx/pnt/panther-metals-ltd,"	3009040",0.01,0,0,Materials
CRB,Carbine Resources Limited (ASX:CRB),https://www.listcorp.com/asx/crb/carbine-resources-limited,"	3000490",0.004,0,33.33,Materials
PBL,Parabellum Resources Limited (ASX:PBL),https://www.listcorp.com/asx/pbl/parabellum-resources-limited,"	2990400",0.052,0,8.33,Materials
AN1,Anagenics Limited (ASX:AN1),https://www.listcorp.com/asx/an1/anagenics-limited,"	2977920",0.006,0,0,Consumer Staples
EMT,EMetals Limited (ASX:EMT),https://www.listcorp.com/asx/emt/emetals-limited,"	2975000",0.004,0,14.29,Materials
AAJ,Aruma Resources Limited (ASX:AAJ),https://www.listcorp.com/asx/aaj/aruma-resources,"	2951460",0.008,0,-11.11,Materials
PLC,Premier1 Lithium Limited (ASX:PLC),https://www.listcorp.com/asx/plc/premier1-lithium-limited,"	2944480",0.009,0,12.5,Materials
SMX,Strata Minerals Limited (ASX:SMX),https://www.listcorp.com/asx/smx/strata-minerals-limited,"	2938230",0.0125,0,4.17,Materials
KOR,Korab Resources Limited (ASX:KOR),https://www.listcorp.com/asx/kor/korab-resources-limited,"	2936400",0.008,0,0,Materials
R8R,Regener8 Resources NL (ASX:R8R),https://www.listcorp.com/asx/r8r/regener8-resources-nl,"	2934220",0.09,0,0,Materials
XST,Xstate Resources Limited (ASX:XST),https://www.listcorp.com/asx/xst/xstate-resources-limited,"	2893670",0.009,0,0,Energy
USIG,Global  X  USD  Corporate  Bond  ETF (Currency Hedged) (ASX:USIG),https://www.listcorp.com/asx/usig/global-x-usd-corporate-bond-etf-currency-hedged,"	2853970",9.53,0.02,0.21,Unclassified
GGFD,Betashares Geared Long U.S. Treasury Bond Fund Currency Hedged (hedge fund) (ASX:GGFD),https://www.listcorp.com/asx/ggfd/betashares-geared-long-u.s.-treasury-bond-fund-currency-hedged-hedge-fund,"	2853000",19.09,0.07,0.37,Unclassified
OM1,Omnia Metals Group Limited (ASX:OM1),https://www.listcorp.com/asx/om1/omnia-metals-group-limited,"	2822190",0.013,0,0,Materials
DAF,Discovery Alaska Limited (ASX:DAF),https://www.listcorp.com/asx/daf/discovery-alaska-limited,"	2810820",0.014,0,16.67,Materials
LNR,Lanthanein Resources Limited (ASX:LNR),https://www.listcorp.com/asx/lnr/lanthanein-resources-limited,"	2810180",0.001,0,0,Materials
WBE,Whitebark Energy Limited (ASX:WBE),https://www.listcorp.com/asx/wbe/whitebark-energy-limited,"	2802230",0.004,0,0,Energy
PVW,PVW Resources Limited (ASX:PVW),https://www.listcorp.com/asx/pvw/pvw-resources-limited,"	2784670",0.017,0,21.43,Materials
CUL,Cullen Resources Limited (ASX:CUL),https://www.listcorp.com/asx/cul/cullen-resources,"	2773610",0.004,0,0,Materials
MPR,MPower Group Limited (ASX:MPR),https://www.listcorp.com/asx/mpr/mpower-group-limited,"	2749630",0.008,0,0,Financials
CUS,Copper Search Limited (ASX:CUS),https://www.listcorp.com/asx/cus/copper-search-limited,"	2728360",0.019,0,11.76,Materials
OLI,Oliver's Real Food Limited (ASX:OLI),https://www.listcorp.com/asx/oli/olivers-real-food-limited,"	2703660",0.005,0,0,Consumer Discretionary
OSX,Osteopore Limited (ASX:OSX),https://www.listcorp.com/asx/osx/osteopore-limited,"	2692810",0.014,0,7.69,Health Care
DMM,DMC Mining Limited (ASX:DMM),https://www.listcorp.com/asx/dmm/dmc-mining-limited,"	2688300",0.058,0,0,Materials
VBS,Vectus Biosystems Limited (ASX:VBS),https://www.listcorp.com/asx/vbs/vectus-biosystems-limited,"	2666670",0.06,0.01,20,Health Care
BIT,Biotron Limited (ASX:BIT),https://www.listcorp.com/asx/bit/biotron,"	2654490",0.002,0,0,Health Care
EE1,Earths Energy Limited (ASX:EE1),https://www.listcorp.com/asx/ee1/earths-energy-limited,"	2649820",0.005,0,0,Materials
APC,APC Minerals Limited (ASX:APC),https://www.listcorp.com/asx/apc/apc-minerals-limited,"	2636400",0.009,0,0,Materials
GNM,Great Northern Minerals Limited (ASX:GNM),https://www.listcorp.com/asx/gnm/great-northern-minerals-limited,"	2628690",0.017,0,0,Materials
AOA,Ausmon Resources (ASX:AOA),https://www.listcorp.com/asx/aoa/ausmon-resources,"	2622430",0.002,0,0,Materials
CTQ,Careteq Limited (ASX:CTQ),https://www.listcorp.com/asx/ctq/careteq-limited,"	2608310",0.011,0,0,Health Care
GGAB,Betashares Geared Long Australian Government Bond Fund (hedge fund) (ASX:GGAB),https://www.listcorp.com/asx/ggab/betashares-geared-long-australian-government-bond-fund-hedge-fund,"	2563750",20.51,0,0,Unclassified
CGO,CPT Global Limited (ASX:CGO),https://www.listcorp.com/asx/cgo/cpt-global,"	2555740",0.061,0,0,Information Technology
PFT,Pure Foods Tasmania Limited (ASX:PFT),https://www.listcorp.com/asx/pft/pure-foods-tasmania-limited,"	2527660",0.018,0,0,Consumer Staples
KFM,Kingfisher Mining Limited (ASX:KFM),https://www.listcorp.com/asx/kfm/kingfisher-mining-limited,"	2524600",0.047,0,0,Materials
28BB,Betashares 2028 Fixed Term Corporate Bond Active ETF (ASX:28BB),https://www.listcorp.com/asx/28bb/betashares-2028-fixed-term-corporate-bond-active-etf,"	2520000",25.19,-0.01,-0.04,Unclassified
GSM,Golden State Mining Limited (ASX:GSM),https://www.listcorp.com/asx/gsm/golden-state-mining-limited,"	2514340",0.009,0,0,Materials
MQYM,Macquarie Global Yield Maximiser Active ETF (ASX:MQYM),https://www.listcorp.com/asx/mqym/macquarie-global-yield-maximiser-active-etf,"	2512010",50.26,0.07,0.14,Unclassified
AM7,Arcadia Minerals Limited (ASX:AM7),https://www.listcorp.com/asx/am7/arcadia-minerals-limited,"	2465050",0.021,0,0,Materials
BSN,Basin Energy Limited (ASX:BSN),https://www.listcorp.com/asx/bsn/basin-energy-limited,"	2456590",0.018,0,-10,Energy
PLG,Pearl Gull Iron Limited (ASX:PLG),https://www.listcorp.com/asx/plg/pearl-gull-iron-limited,"	2454500",0.012,0,0,Materials
OEQ,Orion Equities Limited (ASX:OEQ),https://www.listcorp.com/asx/oeq/orion-equities-limited,"	2425630",0.155,0,0,Financials
SRJ,SRJ Technologies Group plc (ASX:SRJ),https://www.listcorp.com/asx/srj/srj-technologies-group-plc,"	2422310",0.004,0,0,Energy
NTM,NT Minerals Limited (ASX:NTM),https://www.listcorp.com/asx/ntm/nt-minerals-limited,"	2421810",0.002,0,0,Materials
AO1,AssetOwl Limited (ASX:AO1),https://www.listcorp.com/asx/ao1/assetowl-limited,"	2414980",0.001,0,0,Information Technology
WSR,Westar Resources Limited (ASX:WSR),https://www.listcorp.com/asx/wsr/westar-resources-limited,"	2392350",0.006,0,0,Materials
AUR,Auris Minerals Limited (ASX:AUR),https://www.listcorp.com/asx/aur/auris-minerals-limited,"	2383130",0.005,0,0,Materials
AFA,ASF Group Limited (ASX:AFA),https://www.listcorp.com/asx/afa/asf-group-limited,"	2377190",0.003,0,0,Financials
BMO,Bastion Minerals Limited (ASX:BMO),https://www.listcorp.com/asx/bmo/bastion-minerals-limited,"	2372020",0.0015,0,0,Materials
CZN,Corazon Mining Limited (ASX:CZN),https://www.listcorp.com/asx/czn/corazon-mining-limited,"	2369140",0.002,0,0,Materials
