ASX Code,Company Name,Link,Market Cap,Last trade,Change,%Change,Sector
IAA,iShares Asia 50 ETF (ASX:IAA),https://www.listcorp.com/asx/iaa/ishares-asia-50-etf,"	964342000",125.91,0.68,0.54,Unclassified
CMW,Cromwell Property Group (ASX:CMW),https://www.listcorp.com/asx/cmw/cromwell-property-group,"	955886000",0.395,0.03,8.22,Real Estate
OML,oOh!media Limited (ASX:OML),https://www.listcorp.com/asx/oml/ooh-media-limited,"	945561000",1.71,-0.04,-2.56,Communication Services
NUF,Nufarm Limited (ASX:NUF),https://www.listcorp.com/asx/nuf/nufarm-limited,"	938457000",2.49,0.04,1.63,Materials
CIVH,ClearBridge Global Infrastructure Value Fund (Hedged) Active ETF (ASX:CIVH),https://www.listcorp.com/asx/civh/clearbridge-global-infrastructure-value-fund-hedged-active-etf,"	936684000",1.165,0.01,0.87,Unclassified
ILB,iShares Government Inflation ETF (ASX:ILB),https://www.listcorp.com/asx/ilb/ishares-government-inflation-etf,"	935215000",125.15,0,0,Unclassified
DGVA,Dimensional Global Value Trust  Active ETF (ASX:DGVA),https://www.listcorp.com/asx/dgva/dimensional-global-value-trust-active-etf,"	912656000",24.88,-0.12,-0.48,Unclassified
AX1,Accent Group Limited (ASX:AX1),https://www.listcorp.com/asx/ax1/accent-group-limited,"	910796000",1.485,-0.03,-1.98,Consumer Discretionary
RPL,Regal Partners Limited (ASX:RPL),https://www.listcorp.com/asx/rpl/regal-partners-limited,"	901389000",2.69,0.03,1.13,Financials
NGI,Navigator Global Investments Limited (ASX:NGI),https://www.listcorp.com/asx/ngi/navigator-global-investments-limited,"	896845000",1.81,-0.02,-1.09,Financials
WGB,WAM Global Limited (ASX:WGB),https://www.listcorp.com/asx/wgb/wam-global-limited,"	892850000",2.51,0.01,0.4,Financials
QUS,BetaShares S&P 500 Equal Weight ETF (ASX:QUS),https://www.listcorp.com/asx/qus/betashares-s-and-p-500-equal-weight-etf,"	882963000",52.32,-0.23,-0.44,Unclassified
APZ,Aspen Group Limited (ASX:APZ),https://www.listcorp.com/asx/apz/aspen-group-limited,"	880636000",3.87,-0.02,-0.51,Real Estate
DXI,Dexus Industria REIT (ASX:DXI),https://www.listcorp.com/asx/dxi/dexus-industria-reit,"	878838000",2.74,-0.03,-1.08,Real Estate
IJP,iShares MSCI Japan ETF (ASX:IJP),https://www.listcorp.com/asx/ijp/ishares-msci-japan-etf,"	875937000",110.56,0.13,0.12,Unclassified
VIF,Vanguard International Fixed Interest Index (Hedged) ETF (ASX:VIF),https://www.listcorp.com/asx/vif/vanguard-international-fixed-interest-index-hedged-etf,"	875682000",38.58,-0.02,-0.05,Unclassified
PNV,Polynovo Limited (ASX:PNV),https://www.listcorp.com/asx/pnv/polynovo-limited,"	870462000",1.23,-0.03,-2.38,Health Care
CUIV,ClearBridge Global Infrastructure Value Fund Active ETF (ASX:CUIV),https://www.listcorp.com/asx/cuiv/clearbridge-global-infrastructure-value-fund-active-etf,"	866852000",1.445,0,0,Unclassified
EQT,EQT Holdings Limited (ASX:EQT),https://www.listcorp.com/asx/eqt/eqt-holdings-limited,"	866774000",32.17,-0.22,-0.68,Financials
VSL,Vulcan Steel Limited (ASX:VSL),https://www.listcorp.com/asx/vsl/vulcan-steel-limited,"	864512000",6.49,-0.07,-1.07,Materials
SX2,Southern Cross Gold Consolidated Ltd (ASX:SX2),https://www.listcorp.com/asx/sx2/southern-cross-gold-consolidated-ltd,"	864293000",5.89,-0.24,-3.92,Materials
AAC,Australian Agricultural Company Limited (ASX:AAC),https://www.listcorp.com/asx/aac/australian-agricultural-company-limited,"	861956000",1.425,-0.01,-0.35,Consumer Staples
VUL,Vulcan Energy Resources Limited (ASX:VUL),https://www.listcorp.com/asx/vul/vulcan-energy-resources-limited,"	850978000",4.06,0.43,11.85,Materials
TEA,Tasmea Limited (ASX:TEA),https://www.listcorp.com/asx/tea/tasmea-limited,"	850953000",3.47,-0.03,-0.86,Industrials
DJW,Djerriwarrh Investments Limited (ASX:DJW),https://www.listcorp.com/asx/djw/djerriwarrh-investments-limited,"	847026000",3.17,-0.05,-1.55,Financials
PPM,Pepper Money Limited (ASX:PPM),https://www.listcorp.com/asx/ppm/pepper-money-limited,"	843382000",1.885,-0.02,-0.79,Financials
BNDS,BetaShares Western Asset Australian Bond Fund (managed fund) (ASX:BNDS),https://www.listcorp.com/asx/bnds/betashares-western-asset-australian-bond-fund-managed-fund,"	841940000",23.91,-0.04,-0.17,Unclassified
BLX,Beacon Lighting Group Limited (ASX:BLX),https://www.listcorp.com/asx/blx/beacon-lighting-group-limited,"	834595000",3.61,-0.04,-1.1,Consumer Discretionary
NXL,Nuix Limited (ASX:NXL),https://www.listcorp.com/asx/nxl/nuix-limited,"	833448000",2.42,-0.1,-3.97,Information Technology
BILL,iShares Core Cash ETF (ASX:BILL),https://www.listcorp.com/asx/bill/ishares-core-cash-etf,"	820549000",100.7,0.04,0.04,Unclassified
GDX,Vaneck Vectors Gold Miners ETF (ASX:GDX),https://www.listcorp.com/asx/gdx/vaneck-vectors-gold-miners-etf,"	798466000",79.4,0.64,0.81,Unclassified
PYC,PYC Therapeutics Limited (ASX:PYC),https://www.listcorp.com/asx/pyc/pyc-therapeutics-limited,"	793234000",1.39,0.03,2.21,Health Care
PWH,PWR Holdings Limited (ASX:PWH),https://www.listcorp.com/asx/pwh/pwr-holdings-limited,"	791438000",7.83,-0.04,-0.51,Consumer Discretionary
AEF,Australian Ethical Investment Ltd (ASX:AEF),https://www.listcorp.com/asx/aef/australian-ethical-investment,"	782596000",7.13,0.23,3.33,Financials
VVLU,Vanguard Global Value Equity Active ETF (Managed Fund) (ASX:VVLU),https://www.listcorp.com/asx/vvlu/vanguard-global-value-equity-active-etf-managed-fund,"	781286000",72.51,-0.6,-0.82,Unclassified
QLTY,Betashares Global Quality Leaders ETF (ASX:QLTY),https://www.listcorp.com/asx/qlty/betashares-global-quality-leaders-etf,"	780860000",31.8,-0.16,-0.5,Unclassified
FLOT,VanEck Australian Floating Rate ETF (ASX:FLOT),https://www.listcorp.com/asx/flot/vaneck-australian-floating-rate-etf,"	775885000",24.97,0.02,0.08,Unclassified
SFY,SPDR S&P/ASX 50 Fund (ASX:SFY),https://www.listcorp.com/asx/sfy/spdr-s-and-p-asx-50-fund,"	774765000",75.88,-1.09,-1.42,Unclassified
VGL,Vista Group International Limited (ASX:VGL),https://www.listcorp.com/asx/vgl/vista-group-international-limited,"	771435000",3.22,-0.01,-0.31,Information Technology
DHHF,BetaShares Diversified All Growth ETF (ASX:DHHF),https://www.listcorp.com/asx/dhhf/betashares-diversified-all-growth-etf,"	771103000",38.16,-0.16,-0.42,Unclassified
KKC,KKR Credit Income Fund (ASX:KKC),https://www.listcorp.com/asx/kkc/kkr-credit-income-fund,"	767631000",2.36,-0.02,-0.84,Financials
GNP,GenusPlus Group Limited (ASX:GNP),https://www.listcorp.com/asx/gnp/genusplus-group-limited,"	767592000",4.25,-0.01,-0.23,Industrials
IHWL,iShares Core MSCI World Ex Australia ESG Leaders (AUD Hedged) ETF (ASX:IHWL),https://www.listcorp.com/asx/ihwl/ishares-core-msci-world-ex-australia-esg-leaders-aud-hedged-etf,"	762798000",56.11,-0.02,-0.04,Unclassified
HM1,Hearts and Minds Investments Limited (ASX:HM1),https://www.listcorp.com/asx/hm1/hearts-and-minds-investments-limited,"	762511000",3.28,-0.05,-1.5,Financials
PPC,Peet Limited (ASX:PPC),https://www.listcorp.com/asx/ppc/peet-limited,"	751395000",1.565,-0.04,-2.49,Real Estate
NNUK,Nanuk New World Fund (ASX:NNUK),https://www.listcorp.com/asx/nnuk/nanuk-new-world-fund,"	747141000",2.01,-0.01,-0.5,Unclassified
MIR,Mirrabooka Investments Limited (ASX:MIR),https://www.listcorp.com/asx/mir/mirrabooka-investments-limited,"	745468000",3.35,0,0,Financials
QOZ,BetaShares FTSE RAFI Australia 200 ETF (ASX:QOZ),https://www.listcorp.com/asx/qoz/betashares-ftse-rafi-australia-200-etf,"	742809000",16.88,-0.18,-1.06,Unclassified
MYS,MyState Limited (ASX:MYS),https://www.listcorp.com/asx/mys/mystate-limited,"	742303000",4.33,-0.06,-1.37,Financials
FFM,FireFly Metals Ltd (ASX:FFM),https://www.listcorp.com/asx/ffm/firefly-metals-ltd,"	741706000",1.17,0.03,3.08,Materials
IJR,iShares S&P Small-Cap ETF (ASX:IJR),https://www.listcorp.com/asx/ijr/ishares-s-and-p-small-cap-etf,"	740370000",172.5,-2.04,-1.17,Unclassified
OPT,Opthea Limited (ASX:OPT),https://www.listcorp.com/asx/opt/opthea-limited,"	738772000",0.6,0,0,Health Care
VDBA,Vanguard Diversified Balanced Index ETF (ASX:VDBA),https://www.listcorp.com/asx/vdba/vanguard-diversified-balanced-index-etf,"	736013000",58.61,-0.2,-0.34,Unclassified
COF,Centuria Office Reit (ASX:COF),https://www.listcorp.com/asx/cof/centuria-office-reit,"	728751000",1.22,0,0,Real Estate
RUL,RPMGlobal Holdings Limited (ASX:RUL),https://www.listcorp.com/asx/rul/rpmglobal-holdings-limited,"	726201000",3.35,0.06,1.82,Information Technology
ILC,iShares S&P/ASX 20 ETF (ASX:ILC),https://www.listcorp.com/asx/ilc/ishares-s-and-p-asx-20-etf,"	722607000",32.65,-0.52,-1.57,Unclassified
RFF,Rural Funds Group (ASX:RFF),https://www.listcorp.com/asx/rff/rural-funds-group,"	720988000",1.83,-0.02,-1.08,Real Estate
MVA,Vaneck Australian Property ETF (ASX:MVA),https://www.listcorp.com/asx/mva/vaneck-australian-property-etf,"	718681000",24.85,-0.21,-0.84,Unclassified
ASIA,BetaShares Asia Technology Tigers ETF (ASX:ASIA),https://www.listcorp.com/asx/asia/betashares-asia-technology-tigers-etf,"	717440000",12.2,0.01,0.08,Unclassified
CHN,Chalice Mining Limited (ASX:CHN),https://www.listcorp.com/asx/chn/chalice-mining-limited,"	715809000",1.9,0.06,3.26,Materials
SGLLV,Ricegrowers Limited (ASX:SGLLV),https://www.listcorp.com/asx/sgllv/ricegrowers-limited,"	715416000",10.8,-0.2,-1.82,Consumer Staples
MAC,MAC Copper Limited (ASX:MAC),https://www.listcorp.com/asx/mac/mac-copper-limited,"	712776000",18.35,0.01,0.05,Materials
FPR,FleetPartners Group Limited (ASX:FPR),https://www.listcorp.com/asx/fpr/fleetpartners-group-limited,"	703030000",3.07,-0.1,-3.15,Financials
HGH,Heartland Group Holdings Limited (ASX:HGH),https://www.listcorp.com/asx/hgh/heartland-group-holdings-limited,"	700374000",0.735,-0.01,-1.34,Financials
VACF,Vanguard Australian Corp Fixed Interest Index ETF (ASX:VACF),https://www.listcorp.com/asx/vacf/vanguard-australian-corp-fixed-interest-index-etf,"	698984000",51.87,0.07,0.14,Unclassified
OZBD,BetaShares Australian Composite Bond ETF (ASX:OZBD),https://www.listcorp.com/asx/ozbd/betashares-australian-composite-bond-etf,"	690612000",45.12,-0.02,-0.04,Unclassified
EOS,Electro Optic Systems Holdings Limited (ASX:EOS),https://www.listcorp.com/asx/eos/electro-optic-systems-holdings-limited,"	686909000",3.42,-0.14,-3.93,Industrials
MOT,Metrics Income Opportunities Trust (ASX:MOT),https://www.listcorp.com/asx/mot/metrics-income-opportunities-trust,"	685901000",2.05,-0.01,-0.49,Financials
OPH,Ophir High Conviction Fund (ASX:OPH),https://www.listcorp.com/asx/oph/ophir-high-conviction-fund,"	683378000",3.08,0.01,0.33,Financials
GEM,G8 Education Limited (ASX:GEM),https://www.listcorp.com/asx/gem/g8-education-limited,"	682830000",0.875,-0.01,-1.13,Consumer Discretionary
WHF,Whitefield Industrials Limited (ASX:WHF),https://www.listcorp.com/asx/whf/whitefield-industrials-limited,"	681854000",5.67,0.01,0.18,Financials
USTB,Global X US Treasury Bond ETF (Currency Hedged) (ASX:USTB),https://www.listcorp.com/asx/ustb/global-x-us-treasury-bond-etf-currency-hedged,"	681190000",9.16,0,0,Unclassified
URW,Unibail-Rodamco-Westfield (ASX:URW),https://www.listcorp.com/asx/urw/unibail-rodamco-westfield,"	680343000",7.17,0.01,0.14,Real Estate
SKC,SkyCity Entertainment Group Limited (ASX:SKC),https://www.listcorp.com/asx/skc/skycity-entertainment-group,"	672782000",0.885,0,0,Consumer Discretionary
PFP,Propel Funeral Partners Limited (ASX:PFP),https://www.listcorp.com/asx/pfp/propel-funeral-partners,"	653995000",4.62,-0.12,-2.53,Consumer Discretionary
AEL,Amplitude Energy Limited (ASX:AEL),https://www.listcorp.com/asx/ael/amplitude-energy-limited,"	649595000",0.245,0,0,Energy
VAE,Vanguard FTSE Asia Ex Japan Shares Index ETF (ASX:VAE),https://www.listcorp.com/asx/vae/vanguard-ftse-asia-ex-japan-shares-index-etf,"	647378000",88.8,0.12,0.14,Unclassified
MAH,Macmahon Holdings Limited (ASX:MAH),https://www.listcorp.com/asx/mah/macmahon-holdings-limited,"	646496000",0.3,0,0,Materials
RF1,Regal Investment Fund (ASX:RF1),https://www.listcorp.com/asx/rf1/regal-investment-fund,"	644320000",3.05,0.03,0.99,Financials
GWA,GWA Group Limited (ASX:GWA),https://www.listcorp.com/asx/gwa/gwa-group,"	641796000",2.4,-0.02,-0.83,Industrials
LPGD,Loftus Peak Global Disruption Fund (Managed Fund) (ASX:LPGD),https://www.listcorp.com/asx/lpgd/loftus-peak-global-disruption-fund-managed-fund,"	637496000",5.5,0.01,0.18,Unclassified
PGC,Paragon Care Limited (ASX:PGC),https://www.listcorp.com/asx/pgc/paragon-care,"	637293000",0.385,0,0,Health Care
JIN,Jumbo Interactive Limited (ASX:JIN),https://www.listcorp.com/asx/jin/jumbo-interactive-limited,"	634740000",9.86,-0.32,-3.14,Consumer Discretionary
KCN,Kingsgate Consolidated Limited (ASX:KCN),https://www.listcorp.com/asx/kcn/kingsgate-consolidated-limited,"	634069000",2.41,-0.05,-2.03,Materials
XALG,Alphinity  Global  Equity  Fund  (Managed Fund) (ASX:XALG),https://www.listcorp.com/asx/xalg/alphinity-global-equity-fund-managed-fund,"	624326000",10.62,-0.08,-0.75,Unclassified
UNI,Universal Store Holdings Limited (ASX:UNI),https://www.listcorp.com/asx/uni/universal-store-holdings-limited,"	622973000",7.93,-0.19,-2.34,Consumer Discretionary
GNG,GR Engineering Services Limited (ASX:GNG),https://www.listcorp.com/asx/gng/gr-engineering-services-limited,"	619208000",3.63,-0.07,-1.89,Materials
FGG,Future Generation Global Limited (ASX:FGG),https://www.listcorp.com/asx/fgg/future-generation-global-limited,"	616374000",1.52,-0.02,-1.3,Financials
CCL,Cuscal Limited (ASX:CCL),https://www.listcorp.com/asx/ccl/cuscal-limited,"	612999000",3.17,-0.03,-0.94,Financials
CWP,Cedar Woods Properties Limited (ASX:CWP),https://www.listcorp.com/asx/cwp/cedar-woods-properties-limited,"	610579000",7.41,0.01,0.14,Real Estate
VISM,Vanguard MSCI International Small Companies Index ETF (ASX:VISM),https://www.listcorp.com/asx/vism/vanguard-msci-international-small-companies-index-etf,"	608691000",69.55,-0.45,-0.64,Unclassified
C79,Chrysos Corporation Limited (ASX:C79),https://www.listcorp.com/asx/c79/chrysos-corporation-limited,"	597840000",5.23,0.09,1.75,Industrials
BHYB,BetaShares Australian Major Bank Hybrids Index ETF (ASX:BHYB),https://www.listcorp.com/asx/bhyb/betashares-australian-major-bank-hybrids-index-etf,"	595069000",9.88,0.01,0.1,Unclassified
BMN,Bannerman Energy Limited (ASX:BMN),https://www.listcorp.com/asx/bmn/bannerman-energy-limited,"	593615000",3.01,0.12,4.15,Energy
QOR,Qoria Limited (ASX:QOR),https://www.listcorp.com/asx/qor/qoria-limited,"	593383000",0.45,0,0,Information Technology
HNDQ,BetaShares NASDAQ 100 ETF  Currency Hedged (ASX:HNDQ),https://www.listcorp.com/asx/hndq/betashares-nasdaq-100-etf-currency-hedged,"	592672000",45.64,-0.04,-0.09,Unclassified
IVE,iShares MSCI EAFE ETF (ASX:IVE),https://www.listcorp.com/asx/ive/ishares-msci-eafe-etf,"	584773000",134.33,-0.77,-0.57,Unclassified
YMAX,BetaShares Australian Top 20 Equity Yield Maximiser Fund (managed fund) (ASX:YMAX),https://www.listcorp.com/asx/ymax/betashares-australian-top-20-equity-yield-maximiser-fund-managed-fund,"	582035000",7.73,-0.07,-0.9,Unclassified
BC8,Black Cat Syndicate Limited (ASX:BC8),https://www.listcorp.com/asx/bc8/black-cat-syndicate-limited,"	580188000",0.8,-0.02,-2.44,Materials
CVL,Civmec Limited (ASX:CVL),https://www.listcorp.com/asx/cvl/civmec-limited,"	579722000",1.14,0,0,Industrials
MLX,Metals X Limited (ASX:MLX),https://www.listcorp.com/asx/mlx/metals-x,"	576154000",0.645,-0.01,-0.77,Materials
VETH,Vanguard Ethically Conscious Australian Shares ETF (ASX:VETH),https://www.listcorp.com/asx/veth/vanguard-ethically-conscious-australian-shares-etf,"	575175000",70.14,-1.05,-1.47,Unclassified
SLF,SPDR S&P/ASX 200 Listed Property Fund (ASX:SLF),https://www.listcorp.com/asx/slf/spdr-s-and-p-asx-200-listed-property-fund,"	575111000",13.92,-0.09,-0.64,Unclassified
PCI,Perpetual Credit Income Trust (ASX:PCI),https://www.listcorp.com/asx/pci/perpetual-credit-income-trust,"	574328000",1.18,0,0,Unclassified
AFG,Australian Finance Group Ltd (ASX:AFG),https://www.listcorp.com/asx/afg/australian-finance-group-ltd,"	574030000",2.1,-0.02,-0.94,Financials
GEAR,BetaShares Geared Australian Equity Fund (hedge fund) (ASX:GEAR),https://www.listcorp.com/asx/gear/betashares-geared-australian-equity-fund-hedge-fund,"	573860000",34.88,-0.86,-2.41,Unclassified
IHOO,iShares Global 100 (AUD Hedged) ETF (ASX:IHOO),https://www.listcorp.com/asx/ihoo/ishares-global-100-aud-hedged-etf,"	572665000",198.93,-0.48,-0.24,Unclassified
AQLT,BetaShares Australian Quality ETF (ASX:AQLT),https://www.listcorp.com/asx/aqlt/betashares-australian-quality-etf,"	572191000",33.3,-0.48,-1.42,Unclassified
SRV,Servcorp Limited (ASX:SRV),https://www.listcorp.com/asx/srv/servcorp-limited,"	570861000",5.76,0,0,Real Estate
HLS,Healius Limited (ASX:HLS),https://www.listcorp.com/asx/hls/healius-limited,"	566384000",0.77,-0.01,-1.28,Health Care
LIC,Lifestyle Communities Limited (ASX:LIC),https://www.listcorp.com/asx/lic/lifestyle-communities-limited,"	566091000",4.64,-0.01,-0.22,Real Estate
AD8,Audinate Group Limited (ASX:AD8),https://www.listcorp.com/asx/ad8/audinate-group-limited,"	566035000",6.6,-0.19,-2.8,Information Technology
EBR,EBR Systems Inc. (ASX:EBR),https://www.listcorp.com/asx/ebr/ebr-systems-inc,"	564188000",1.35,0.1,7.57,Health Care
CUV,Clinuvel Pharmaceuticals Limited (ASX:CUV),https://www.listcorp.com/asx/cuv/clinuvel-pharmaceuticals-limited,"	563891000",11.76,0.51,4.53,Health Care
WTN,Winton Land Limited (ASX:WTN),https://www.listcorp.com/asx/wtn/winton-land-limited,"	563566000",1.89,-0.01,-0.53,Real Estate
ACL,Australian Clinical Labs Limited (ASX:ACL),https://www.listcorp.com/asx/acl/australian-clinical-labs-limited,"	559715000",2.81,-0.04,-1.4,Health Care
HETH,BetaShares Global Sustainability Leaders ETF - Currency Hedged (ASX:HETH),https://www.listcorp.com/asx/heth/betashares-global-sustainability-leaders-etf-currency-hedged,"	552953000",14.63,-0.06,-0.41,Unclassified
G6M,Group 6 Metals Limited (ASX:G6M),https://www.listcorp.com/asx/g6m/group-6-metals-limited,"	548007000",0.025,0,0,Materials
REIT,VanEck FTSE International Property (Hedged) ETF (ASX:REIT),https://www.listcorp.com/asx/reit/vaneck-ftse-international-property-hedged-etf,"	541183000",15.59,0.01,0.06,Unclassified
SHV,Select Harvests Limited (ASX:SHV),https://www.listcorp.com/asx/shv/select-harvests-limited,"	531483000",3.64,-0.1,-2.67,Consumer Staples
ARU,Arafura Rare Earths Limited (ASX:ARU),https://www.listcorp.com/asx/aru/arafura-rare-earths-limited,"	529831000",0.235,0.02,9.3,Materials
KPG,Kelly Partners Group Holdings Limited (ASX:KPG),https://www.listcorp.com/asx/kpg/kelly-partners-group-holdings-limited,"	529264000",11.7,0.01,0.09,Industrials
MICH,Magellan Infrastructure Fund (Currency Hedged)(Managed Fund) (ASX:MICH),https://www.listcorp.com/asx/mich/magellan-infrastructure-fund-currency-hedged-managed-fund,"	528233000",3.07,0.02,0.66,Unclassified
TYR,Tyro Payments Limited (ASX:TYR),https://www.listcorp.com/asx/tyr/tyro-payments-limited,"	523375000",0.975,-0.02,-1.52,Financials
TWR,Tower Limited (ASX:TWR),https://www.listcorp.com/asx/twr/tower-limited,"	513828000",1.535,0.03,2.33,Financials
FGX,Future Generation Australia Limited (ASX:FGX),https://www.listcorp.com/asx/fgx/future-generation-australia-limited,"	510497000",1.225,-0.02,-1.61,Financials
ASG,Autosports Group Limited (ASX:ASG),https://www.listcorp.com/asx/asg/autosports-group-limited,"	504068000",2.42,-0.07,-2.81,Consumer Discretionary
IFM,Infomedia Ltd (ASX:IFM),https://www.listcorp.com/asx/ifm/infomedia,"	493838000",1.27,-0.03,-2.68,Information Technology
ACDC,Global X Battery Tech & Lithium ETF (ASX:ACDC),https://www.listcorp.com/asx/acdc/global-x-battery-tech-and-lithium-etf,"	493824000",97.44,1.45,1.51,Unclassified
TCG,Turaco Gold Limited (ASX:TCG),https://www.listcorp.com/asx/tcg/turaco-gold-limited,"	493768000",0.46,-0.01,-2.13,Materials
IGL,IVE Group Limited (ASX:IGL),https://www.listcorp.com/asx/igl/ive-group-limited,"	484131000",3.14,0,0,Communication Services
VBLD,Vanguard Global Infrastructure Index ETF (ASX:VBLD),https://www.listcorp.com/asx/vbld/vanguard-global-infrastructure-index-etf,"	483723000",72.37,0.08,0.11,Unclassified
PIC,Perpetual Equity Investment Company Limited (ASX:PIC),https://www.listcorp.com/asx/pic/perpetual-equity-investment-company-limited,"	482692000",1.26,0,0,Financials
OCA,Oceania Healthcare Limited (ASX:OCA),https://www.listcorp.com/asx/oca/oceania-healthcare-limited,"	481614000",0.665,0,0,Health Care
SXE,Southern Cross Electrical Engineering Limited (ASX:SXE),https://www.listcorp.com/asx/sxe/southern-cross-electrical-engineering-limited,"	475936000",1.865,0.06,3.61,Industrials
R3AL,Martin Currie Real Income Fund - Active ETF (ASX:R3AL),https://www.listcorp.com/asx/r3al/martin-currie-real-income-fund-active-etf,"	473341000",1.565,0,0.32,Unclassified
SVM,Sovereign Metals Limited (ASX:SVM),https://www.listcorp.com/asx/svm/sovereign-metals-limited,"	472265000",0.77,0.04,5.48,Materials
IJH,iShares S&P Mid-Cap ETF (ASX:IJH),https://www.listcorp.com/asx/ijh/ishares-s-and-p-mid-cap-etf,"	468936000",48.72,-0.31,-0.63,Unclassified
SST,Steamships Trading Company Limited (ASX:SST),https://www.listcorp.com/asx/sst/steamships-trading-company,"	464193000",14.97,0,0,Industrials
MQAE,Macquarie Core Australian Equity Active ETF (ASX:MQAE),https://www.listcorp.com/asx/mqae/macquarie-core-australian-equity-active-etf,"	463762000",11.68,-0.15,-1.27,Unclassified
KSC,K&S Corporation Limited (ASX:KSC),https://www.listcorp.com/asx/ksc/k-and-s-corporation-limited,"	462544000",3.38,0,0,Industrials
WXOZ,SPDR S&P World ex Australia Carbon Control Fund (ASX:WXOZ),https://www.listcorp.com/asx/wxoz/spdr-s-and-p-world-ex-australia-carbon-control-fund,"	460232000",48.41,-0.31,-0.64,Unclassified
TRA,Turners Automotive Group Limited (ASX:TRA),https://www.listcorp.com/asx/tra/turners-automotive-group-limited,"	459698000",5.1,0,0,Consumer Discretionary
EX20,BetaShares Australian Ex-20 Portfolio Diversifier ETF (ASX:EX20),https://www.listcorp.com/asx/ex20/betashares-australian-ex-20-portfolio-diversifier-etf,"	459146000",22.95,-0.18,-0.78,Unclassified
STX,Strike Energy Limited (ASX:STX),https://www.listcorp.com/asx/stx/strike-energy-limited,"	458704000",0.16,0,0,Energy
LYL,Lycopodium Limited (ASX:LYL),https://www.listcorp.com/asx/lyl/lycopodium-limited,"	457410000",11.55,0.04,0.35,Industrials
BRN,Brainchip Holdings Ltd (ASX:BRN),https://www.listcorp.com/asx/brn/brainchip-holdings,"	455792000",0.225,0,0,Information Technology
RARI,Russell Investments Australian Responsible Investment ETF (ASX:RARI),https://www.listcorp.com/asx/rari/russell-investments-australian-responsible-investment-etf,"	455543000",30.87,-0.24,-0.77,Unclassified
CAY,Canyon Resources Limited (ASX:CAY),https://www.listcorp.com/asx/cay/canyon-resources,"	455118000",0.26,0,1.96,Materials
WBT,Weebit Nano Limited (ASX:WBT),https://www.listcorp.com/asx/wbt/weebit-nano-limited,"	452264000",2.26,0.09,4.15,Information Technology
EHL,Emeco Holdings Limited (ASX:EHL),https://www.listcorp.com/asx/ehl/emeco-holdings-limited,"	450986000",0.87,0,0,Industrials
SYI,SPDR MSCI Australia Select High Dividend Yield Fund (ASX:SYI),https://www.listcorp.com/asx/syi/spdr-msci-australia-select-high-dividend-yield-fund,"	450481000",28.77,-0.38,-1.3,Unclassified
DJRE,SPDR Dow Jones Global Real Estate ESG Fund (ASX:DJRE),https://www.listcorp.com/asx/djre/spdr-dow-jones-global-real-estate-esg-fund,"	447772000",21.32,0,0,Unclassified
MTM,MTM Critical Metals Limited (ASX:MTM),https://www.listcorp.com/asx/mtm/mtm-critical-metals-limited,"	445917000",0.815,-0.04,-5.23,Materials
VG1,VGI Partners Global Investments Limited (ASX:VG1),https://www.listcorp.com/asx/vg1/vgi-partners-global-investments-limited,"	436430000",1.74,-0.02,-1.14,Financials
MMI,Metro Mining Limited (ASX:MMI),https://www.listcorp.com/asx/mmi/metro-mining-limited,"	432967000",0.071,0,0,Materials
JMS,Jupiter Mines Limited (ASX:JMS),https://www.listcorp.com/asx/jms/jupiter-mines-limited,"	431429000",0.22,0,0,Materials
EML,EML Payments Limited (ASX:EML),https://www.listcorp.com/asx/eml/eml-payments-limited,"	428536000",1.1,-0.02,-1.79,Financials
IGB,iShares Treasury ETF (ASX:IGB),https://www.listcorp.com/asx/igb/ishares-treasury-etf,"	428241000",99.01,0.1,0.1,Unclassified
AQZ,Alliance Aviation Services Limited (ASX:AQZ),https://www.listcorp.com/asx/aqz/alliance-aviation-services-limited,"	426520000",2.65,0,0,Industrials
WGN,Wagners Holding Company Limited (ASX:WGN),https://www.listcorp.com/asx/wgn/wagners-holding-company-limited,"	425296000",2.23,-0.03,-1.33,Materials
29M,29Metals Limited (ASX:29M),https://www.listcorp.com/asx/29m/29metals-limited,"	425114000",0.31,0,0,Materials
SMI,Santana Minerals Limited (ASX:SMI),https://www.listcorp.com/asx/smi/santana-minerals-limited,"	422790000",0.6,0.01,2.56,Materials
THL,Tourism Holdings Rentals Limited (ASX:THL),https://www.listcorp.com/asx/thl/tourism-holdings-rentals-limited,"	422297000",1.88,-0.03,-1.57,Industrials
MHHT,Magellan High Conviction Trust (Managed Fund) (ASX:MHHT),https://www.listcorp.com/asx/mhht/magellan-high-conviction-trust-managed-fund,"	422035000",1.905,0,-0.26,Unclassified
WMI,WAM Microcap Limited (ASX:WMI),https://www.listcorp.com/asx/wmi/wam-microcap-limited,"	421589000",1.515,0,0.33,Financials
VEQ,Vanguard FTSE Europe Shares ETF (ASX:VEQ),https://www.listcorp.com/asx/veq/vanguard-ftse-europe-shares-etf,"	421545000",84.03,-0.54,-0.64,Unclassified
IMR,"Imricor Medical Systems, Inc. (ASX:IMR)",https://www.listcorp.com/asx/imr/imricor-medical-systems-inc,"	421387000",1.3,-0.01,-1.14,Health Care
AMA,AMA Group Limited (ASX:AMA),https://www.listcorp.com/asx/ama/ama-group-limited,"	420868000",0.087,0,-1.14,Industrials
